url_name,sell_mean,sell_median,buy_mean,buy_median
true_punishment,24.76923076923077,19,1,1
entropy_detonation,24.166666666666668,20.0,1,1
rending_crane,11.1,10.0,1,1
air_recon,14,15.0,1,1
venka_prime_blueprint,9.296296296296296,9,1,1
euphona_prime_blueprint,8.416666666666666,5.5,1,1
onorix_handle,13.714285714285714,14.5,5,5
point_blank,6.333333333333333,3,5,5
reflection,8.833333333333334,4.0,5,5
stinging_thorn,19.8,19,8,8
shotgun_amp,13.153846153846153,10,8,8
magus_anomaly,95.09615384615384,132.5,80,80
dual_kamas_prime_handle,12.823529411764707,10,5,5.0
virtuos_surge,79.66666666666667,80,5,5.0
marked_target,14.25,10.0,5,5.0
empowered_blades,43.4375,40.0,20,20
kavasa_prime_buckle,39.6,40,20,20
strain_eruption,19.5,19.5,20,20
stand_united,13.533333333333333,10,20,20
kavasa_prime_band,11.333333333333334,9.5,20,20
venom_teeth,35,35.0,10,10.0
rising_steel,35,35.0,10,10.0
piercing_fury,35,35.0,10,10.0
star_amarast,3.0833333333333335,2.0,10,10.0
venerdo_hoverdrive,27.666666666666668,25,5,5
trail_blazer,20,20,6,6
scan_matter,215,215.0,6,6
kinetic_friction,25,25,5,5
scan_lifeforms,250,250,5,5
air_time,44.5,44.5,5,5
rail_guards,20,20,5,5
assault_mode,6.8,7,5,5
mag_locks,22.5,22.5,5,5
inertia_dampeners,40,25,6.5,6.5
akvasto_prime_set,162.28571428571428,110,34.166666666666664,30.0
perpetual_agony,8,8.0,34.166666666666664,30.0
armored_agility,9.957446808510639,5,34.166666666666664,30.0
body_count,28,19.5,7,7
arcane_deflection,30.11111111111111,23.0,7,7
weeping_wounds,41.40625,35.0,10.545454545454545,10
akbronco_prime_link,5.95,5.0,10.545454545454545,10
vermillion_storm,48.25,40.0,10.545454545454545,10
maiming_strike,14.875,10.0,10.545454545454545,10
investigator,31.666666666666668,20,10.545454545454545,10
firewalker,21.53846153846154,3,10.545454545454545,10
hydraulic_crosshairs,12.090909090909092,10,10.545454545454545,10
toxic_flight,47.53846153846154,10,10.545454545454545,10
laser_sight,24.88888888888889,10,10.545454545454545,10
smite_infested,13.4,5,10.545454545454545,10
venom_dose,15.5,15.0,5,5
rending_turn,8.5,8.5,5,5
seismic_wave,18.9,13.0,5,5
dakra_prime_handle,12.23076923076923,10,6,6.0
expel_grineer,7.8,5,6,6.0
soma_prime_barrel,13.2,14.0,5,5
mag_prime_neuroptics,33.2,30,11,10
primed_fast_hands,145.88235294117646,100,64.28571428571429,50.0
furax_wraith_set,30.58823529411765,30,10,10
dead_eye,30.548387096774192,25,6.75,7.0
melee_riven_mod_(veiled),37.095238095238095,35,21.64864864864865,25
corrosive_projection,27.40983606557377,20,5.833333333333333,5.0
pistol_riven_mod_(veiled),12.74468085106383,10,6.066666666666666,7
heavy_trauma,11.066666666666666,10,6.066666666666666,7
exodia_valor,67.28571428571429,70,6.066666666666666,7
charged_chamber,12,11.5,6.066666666666666,7
tidal_impunity,19,19,6.066666666666666,7
piercing_caliber,36.55555555555556,29,6.066666666666666,7
arcane_backdraft_ember_helmet,150,150.0,6.066666666666666,7
adhesive_blast,6.705882352941177,5,6.066666666666666,7
kinetic_collision,6.705882352941177,5,20,20
thundermiter_(miter),22.4,20,20,20
finishing_touch,9.909090909090908,4,20,20
static_alacrity_(staticor),10,10,20,20
ash_prime_chassis,26,25,9.625,10.0
tigris_prime_blueprint,50.6,44,17.333333333333332,18.0
emergent_aftermath,25,25,17.333333333333332,18.0
fortitude,12.805555555555555,9.5,17.333333333333332,18.0
ash_prime_systems,117.5625,120.0,63.529411764705884,71
mag_prime_systems,39.92307692307692,35,16.571428571428573,15
prisma_grakata,89.27272727272727,89.0,35,35
mobilize,9,5,35,35
vectis_prime_receiver,74.3,70.0,27,25
automatic_trigger,16.486486486486488,10,5,5
armored_recovery,16.486486486486488,10,20,20
vaykor_sydon,36,37.5,15.333333333333334,15
slip_magazine,36,37.5,15.333333333333334,15
homing_fang,11.2,5,15.333333333333334,15
arcane_grace,496.7283950617284,650,136.24,25
maul,51.142857142857146,10,36,36
enhanced_vitality,57.588235294117645,48,12,12
bo_prime_ornament,26.428571428571427,30,10,10.0
dera_vandal_receiver,17.77777777777778,15,5,5
ankyros_prime_set,101.11111111111111,93.5,40,35
vile_acceleration,15.448717948717949,10.0,2,2
barrel_diffusion,12.818181818181818,10.0,2,2
whirlwind,12.181818181818182,9,2,2
antitoxin,10.25,9.5,2,2
disruptor,20,20,2,2
heavy_caliber,38.07216494845361,13,23.7,5.0
piercing_hit,4,4,23.7,5.0
continuity,13.393939393939394,10,23.7,5.0
tainted_clip,9.08695652173913,8,23.7,5.0
shock_trooper,18.428571428571427,15.0,6.5,6.5
flow,8.22,5.0,6.5,6.5
critical_deceleration,17.306122448979593,14,4.25,4.0
wyrm_prime_carapace,27.857142857142858,19.5,10,10
healing_flame,16.6875,15.0,10,10
atlantis_vulcan,10,10.0,10,10
prisma_tetra,95.0625,100.0,33.4,30
sonic_fracture,20.666666666666668,19.5,33.4,30
paris_prime_set,15.26923076923077,12.5,7.25,7.0
trinity_prime_set,114.32432432432432,100,61.63636363636363,66
vigilante_armaments,14.394736842105264,10.0,5,5.0
sybaris_prime_blueprint,8.6,8.5,5,5
beguiling_lantern,16.25,15.0,5,5
ballistica_prime_set,93.1304347826087,90,37.5,37.5
virtuos_fury,39.583333333333336,26.5,37.5,37.5
virtuos_null,29.636363636363637,20,37.5,37.5
virtuos_tempo,42.083333333333336,18.5,37.5,37.5
exodia_force,65.5625,70.0,37.5,37.5
virtuos_ghost,41.63636363636363,25,37.5,37.5
chromatic_blade,17.4375,15.0,5,5
expel_corrupted,14,12,5,5
gladiator_aegis,12.076923076923077,9.0,5,5
neutralizing_justice,17.875,15.0,5,5
radiant_zodian,2.7,2.0,1,1
biting_piranha,2.7,2.0,1,1
wukong_prime_blueprint,64.3,52.5,23.933333333333334,25
wukong_prime_systems,17.136363636363637,15.0,5.6,5
zhuge_prime_string,8.4,8,6,6
gilded_truth,15.8,15,6,6
link_armor,47.63636363636363,15,30.5,30.5
sure_footed,19.176470588235293,15.0,5,5
bleeding_willow,11,9.5,5,5
undying_will,8.4,2,5,5
iron_phoenix,8.8125,5.0,5,5
pointed_wind,15.421052631578947,10,5,5
stabilizer,12.23076923076923,5,5,5
rifle_scavenger,33.8235294117647,25,5,5
quickening,22.875,20.0,5,5
rubedo_lined_barrel,12.133333333333333,10,5,5
sundering_strike,7.9,5.0,5,5
negate,74.15384615384616,75,5,5
peculiar_growth,40.5,40.0,7.5,7.5
destreza_prime_blade,59,50,19.333333333333332,18.0
mecha_empowered,16.8,10.0,19.333333333333332,18.0
mecha_pulse,19.333333333333332,12,19.333333333333332,18.0
mafic_rain,19.333333333333332,12,19.333333333333332,18.0
crashing_timber,19.333333333333332,12,19.333333333333332,18.0
tainted_hydra,19.333333333333332,12,19.333333333333332,18.0
lashing_coil,19.333333333333332,12,19.333333333333332,18.0
regen,10.625,4.0,19.333333333333332,18.0
aklex_prime_link,66.27272727272727,59.0,22.1,22.5
speed_trigger,11.857142857142858,7.5,22.1,22.5
augur_secrets,33.205882352941174,29.5,12.071428571428571,10.0
banshee_prime_systems,30.583333333333332,30.5,12,12
arrow_mutation,13.263157894736842,5,12,12
hydroid_prime_blueprint,12.333333333333334,10,12,12
hastened_deflection,24.1,19.0,12,12
infectious_injection,55.22222222222222,24,12,12
wise_razor,32.233333333333334,25.0,6,6
equinox_prime_systems,31.714285714285715,30.0,12.857142857142858,15
arch_gun_riven_mod_(veiled),30,29.0,13.4,10
paris_prime_blueprint,6.545454545454546,5,13.4,10
resonating_quake,18.846153846153847,16,3,3
flailing_branch,11.947368421052632,6,3,3
frostbite,26.928571428571427,20.0,5,5
lua_unairu_lens,39.904761904761905,39,10.666666666666666,11
shepherd,13.928571428571429,10.0,10.666666666666666,11
deadly_efficiency,21.95,19.5,10.666666666666666,11
virtuos_forge,63.5,77.5,30,30
akvasto_prime_blueprint,110,100,38,35.0
akvasto_prime_link,35.875,37.5,10,10
contamination_casing,25,24.5,10,10
flux_overdrive,10.785714285714286,9.0,10,10
onorix_blade,13.833333333333334,14.0,10,10
venka_prime_set,125.79411764705883,117.5,54.333333333333336,60.0
suppress,14,14,54.333333333333336,60.0
target_fixation,18.75,15.0,54.333333333333336,60.0
maglev,16,16.0,54.333333333333336,60.0
cleanse_grineer,19.5,17.0,54.333333333333336,60.0
heightened_reflexes,12.25,14.5,54.333333333333336,60.0
hunt,16.5,16.5,54.333333333333336,60.0
orthos_prime_blueprint,9.565217391304348,5,2,2.0
hall_of_malevolence,19.2,17.0,2,2.0
smite_grineer,15.714285714285714,15,2,2.0
firestorm,11.16,10,2,2.0
bane_of_corpus,21.875,7.5,2,2.0
berserker,13.849056603773585,10,3,3
curative_undertow,26,24,3,3
loose_magazine,20,20,3,3
life_strike,11.608695652173912,10,3,3
handspring,11.652173913043478,10,3,3
paris_prime_grip,8.4375,4.5,3,3
lucky_shot,25,25,3,3
electrified_barrel,20.714285714285715,19.5,3,3
maximum_capacity,20.714285714285715,19.5,3,3
savior_decoy,19.22222222222222,15,3,3
stalking_fan,12.454545454545455,10,3,3
primed_bane_of_corrupted,449.53333333333336,449,123.11764705882354,110
warm_coat,47009.57142857143,30,123.11764705882354,110
tainted_mag,25.379310344827587,5,123.11764705882354,110
tactical_retreat,16,17.5,123.11764705882354,110
bright_purity,17,19,123.11764705882354,110
frigid_blast,25.928571428571427,17.5,123.11764705882354,110
shrapnel_rounds_(marelok),17.77777777777778,18,123.11764705882354,110
bleeding_edge,30.571428571428573,30,13,13
pax_seeker,28,20,13,13
mesa_prime_blueprint,11.181818181818182,10.0,13,13
equinox_prime_neuroptics,8.794117647058824,8.0,13,13
redeemer_prime_blueprint,10.807692307692308,10.0,3,3
virtuos_spike,106,85,3,3
tipedo_prime_blueprint,6.714285714285714,5,2,2
serrated_edges,6.714285714285714,5,2,2
flame_repellent,4,4,2,2
quanta_vandal,84.83333333333333,85.0,34.6,35
mara_detron,99.58823529411765,100,35.666666666666664,35
shock_absorbers,8.4,5,35.666666666666664,35
bronco_prime_receiver,13.11111111111111,11,35.666666666666664,35
mutalist_nav_coordinates,10.529411764705882,10,35.666666666666664,35
burston_prime_blueprint,7.857142857142857,5,35.666666666666664,35
soft_hands,17.75,12.0,35.666666666666664,35
spring_loaded_broadhead,14.5,9.0,35.666666666666664,35
rift_torrent,20.833333333333332,19.0,35.666666666666664,35
burston_prime_stock,5.176470588235294,2,35.666666666666664,35
sword_alone,5.176470588235294,2,20,20
tactical_reload,19.866666666666667,15,20,20
hikou_prime_blueprint,9.5,10.0,20,20
tear_gas,9.5,10.0,20,20
primed_slip_magazine,159.53571428571428,157.0,70.5,65.5
shelter,50.72727272727273,15,21,21
gemini_cross,10.714285714285714,5.0,21,21
rupture,9.333333333333334,5,21,21
arcane_vanguard_rhino_helmet,472.57142857142856,400,20,20
fomorian_accelerant,20.571428571428573,8,20,20
primed_flow,150.59574468085106,150,70.51724137931035,60
imperator_vandal_blueprint,10.833333333333334,10.0,2,2
primed_pistol_ammo_mutation,285.44444444444446,300,42.4,25
arcane_pendragon_excalibur_helmet,377.25,379.5,115,115.0
prisma_veritux,87.8,87.0,34.25,33.0
resonance,19.6,18,3,3
ballistic_bullseye,18.11111111111111,15,3,3
volt_prime_blueprint,44.65,40.0,18.857142857142858,20
piercing_navigator,23.2,19,18.857142857142858,20
magnum_force,44.62068965517241,10.0,42.8,50
expel_corpus,13,7,42.8,50
ember_prime_chassis,25.363636363636363,22,12.6,13
arcane_tempo,23.333333333333332,15.0,12.6,13
madurai_lens,10.333333333333334,10,12.6,13
unairu_lens,9.166666666666666,8.5,2,2
cunning_drift,15.808510638297872,10,4,4
endurance_drift,9.925,5.0,4,4
abating_link,28.166666666666668,22.5,4,4
power_drift,13.865168539325843,10,3,3
speed_drift,32.714285714285715,25.0,8.714285714285714,10
hallowed_eruption,24.333333333333332,20.0,8.714285714285714,10
stealth_drift,10.73076923076923,7.0,8.714285714285714,10
rhino_prime_chassis,22.045454545454547,20.0,11,11.0
cutting_edge,68.14285714285714,80,30,30.0
iron_shrapnel,21.615384615384617,15,30,30.0
akbronco_prime_set,17.235294117647058,15,6,6.0
contagious_spread,18.0625,11.0,2,2
arcane_agility,20.675675675675677,20,5,5
piercing_roar,20.444444444444443,18,5,5
carrier_prime_set,101.37931034482759,95,55,55
hushed_invisibility,16.923076923076923,15,55,55
dakra_prime_set,75.625,70.0,32.75,31.0
pilfering_swarm,17.53846153846154,14.5,32.75,31.0
diamond_skin,9.166666666666666,6.5,32.75,31.0
dera_vandal_set,64.16666666666667,49.5,12.333333333333334,11
toxic_sequence,18.666666666666668,19,12.333333333333334,11
latron_wraith_blueprint,17.4,19,6,6
latron_wraith_receiver,18.8,19,6,6
latron_wraith_stock,33.5,33.5,6,6
latron_wraith_set,97,82.5,35.333333333333336,36
territorial_aggression,17.4,15,35.333333333333336,36
swipe,12.5,6.5,35.333333333333336,36
pounce,8.375,3.5,35.333333333333336,36
sharpened_claws,10,5.0,35.333333333333336,36
twin_vipers_wraith_link,19.5,19.5,12,12
twin_vipers_wraith_receivers,19.75,20.0,8,8
twin_vipers_wraith_set,69.38461538461539,68,33.666666666666664,35
enemy_radar,40.1,33.0,6.875,5.5
nekros_prime_chassis,19.583333333333332,15.0,6.2,6
arcane_bodyguard,27.625,19.5,16,16
arcane_primary_charger,64.4375,60.0,12,12.0
swift_momentum,16.38888888888889,10.0,4,4
combat_discipline,13.020833333333334,10.0,4,4
arcane_blade_charger,87.76923076923077,99,27,21
melee_guidance,16.307692307692307,11.5,27,21
atlas_prime_chassis,8.4,6.5,2,2
dethcube_prime_carapace,6.142857142857143,5,2,2
dethcube_prime_cerebrum,28.142857142857142,29.0,10.8,10
tekko_prime_gauntlet,13.4,11.0,4.25,4.0
dethcube_prime_blueprint,15.619047619047619,15,5,5
dethcube_prime_set,60.292682926829265,50,20,20
glacial_edge,5,4.5,20,20
organ_shatter,12.090909090909092,10,20,20
limbo_prime_systems,8.636363636363637,8,2.5,2.5
runtime,12,10.0,2.5,2.5
hit_and_run,11.3,10.0,2.5,2.5
ivara_prime_neuroptics,11.08,10,2.5,2.5
ivara_prime_chassis,40.92857142857143,37.5,8.5,8.0
ivara_prime_systems,11.434782608695652,10,2,2.0
baza_prime_blueprint,13.9,15.0,4.8,5
baza_prime_set,75.4,65,30.333333333333332,31
aksomati_prime_set,87.16,85,32.2,25
aksomati_prime_link,37.07142857142857,31.5,6.666666666666667,6
baza_prime_stock,34.714285714285715,35,8.666666666666666,8.0
aksomati_prime_receiver,10.642857142857142,9.5,3,3
gram_prime_handle,18.235294117647058,18,5.333333333333333,5.0
primed_reach,131.47826086956522,150,61.3,55.5
warding_thurible,18.444444444444443,15,61.3,55.5
helios_prime_blueprint,9.642857142857142,9.5,61.3,55.5
terminal_velocity,9.444444444444445,5,61.3,55.5
ice_storm,7.722222222222222,5.0,61.3,55.5
cyclone_kraken,36.333333333333336,35,61.3,55.5
karak_wraith_receiver,21.625,19.0,10,10
orvius_disc,4.076923076923077,2.5,10,10
vazarin_lens,7.666666666666667,6,10,10
sinking_talon,9.25,5.0,10,10
health_conversion,70.70833333333333,67.0,26.333333333333332,25.0
reflex_coil,12.166666666666666,10.0,26.333333333333332,25.0
vasto_prime_receiver,20.727272727272727,17,5,5
searing_leap,20.727272727272727,17,5,5
loot_detector,45.15384615384615,39,7.75,7.5
repelling_bastille,22.09090909090909,19,7.75,7.5
hollowed_bullets,21,15,5,5
scimitar_engines,32.18181818181818,30,8,8.0
ironclad_charge,22.846153846153847,18,8,8.0
magus_drive,106.4,80.0,75.5,75.5
quick_reload,17.333333333333332,19,75.5,75.5
strain_fever,16.375,15.0,75.5,75.5
archgun_ace,13.916666666666666,10.0,75.5,75.5
mad_stack,26.25,25.0,6,6
teeming_virulence,21.4,18.0,6,6
tipedo_prime_ornament,16.642857142857142,15.0,6.5,6.5
stradavar_prime_receiver,8.125,8.5,3,3.0
snipetron_vandal_barrel,23.5,20.0,8,8
arcane_scorpion_ash_helmet,168.5,149.5,8,8
wyrm_prime_cerebrum,42.833333333333336,32.5,10,10.0
spry_sights,11.333333333333334,10,10,10.0
targeting_receptor,12.5,12.5,10,10.0
ayatan_valana_sculpture,6.388888888888889,5.5,2.5,2.5
bane_of_infested,17.2,6,2.5,2.5
shocking_touch,10.2,9.0,2.5,2.5
cyngas_barrel,16.125,15.0,5,5
sprint_boost,34.53846153846154,30.0,7.6,6
cyngas_stock,16.4,15,6.25,5.0
furious_javelin,20.125,15.0,6.25,5.0
lex_prime_blueprint,5.3125,5.0,1,1.0
draining_gloom,23.75,17.5,1,1.0
hellfire,8.083333333333334,5.0,1,1.0
precision_munition,10,10,1,1.0
argon_plating,9.625,9.5,1,1.0
corpus_void_key,1998,1998,300,300
hikou_prime_set,72.25,60.0,34,35
seeker,11.142857142857142,8.5,34,35
molten_impact,13,9.0,34,35
orthos_prime_handle,5.9375,3.5,34,35
reaper_prime_blade,18.125,15.0,6.666666666666667,5
rending_strike,8.782608695652174,8,6.666666666666667,5
ammo_stock,17.125,11.0,6.666666666666667,5
self_destruct,14.4,10,6.666666666666667,5
spring_loaded_chamber,6,6,8,8
accelerated_blast,9.454545454545455,9,8,8
scindo_prime_blueprint,8.823529411764707,10,8,8
tainted_shell,23.076923076923077,5.0,8,8
stinging_truth,19.333333333333332,14.5,8,8
repeater_clip,12.75,12.5,8,8
killing_blow,9.296296296296296,5,8,8
embedded_catalyzer,14.75,9.5,8,8
magma_chamber,20.862068965517242,15,8,8
rebound,4.666666666666667,4,8,8
discharge_strike,4.666666666666667,4,20,20
arcane_storm_volt_helmet,483,500,40,40
reach,8.666666666666666,8.5,40,40
anti_flak_plating,8.666666666666666,8.5,20,20
tear_azurite,2.6363636363636362,1,20,20
shotgun_riven_mod_(veiled),36.13636363636363,35.0,21.958333333333332,25.0
magus_cadence,58.666666666666664,50.0,16,16
exodia_brave,41.666666666666664,22.5,21,21
exodia_hunt,64,70,21,21
exodia_triumph,57,70,26,26
magus_nourish,32.1764705882353,34,6,6
virtuos_shadow,20.558823529411764,20.0,6,6
ember_prime_systems,16.782608695652176,15,6,6
frost_prime_chassis,18.058823529411764,17,7,7.5
rhino_prime_systems,12,10.0,7,7.0
ember_prime_blueprint,40.77777777777778,32.5,16.333333333333332,17
eroding_blight,30.75,29.0,16.333333333333332,17
deadly_sequence,20.166666666666668,19.5,16.333333333333332,17
fever_strike,10.333333333333334,8,16.333333333333332,17
sawtooth_clip,17.5,17.5,16.333333333333332,17
arcane_essence_loki_helmet,216,232.0,30,30.0
arcane_locust_ash_helmet,309.6666666666667,300,50,50
tempo_royale,45.16,40,9.875,10.0
radian_sentirum,2.7333333333333334,2,9.875,10.0
prisma_gorgon,90.34782608695652,90,37.75,35.5
brain_storm_(grakata),23.333333333333332,20,10,10
high_noon,14.451612903225806,10.0,10,10
scattered_justice,16.583333333333332,15.0,10,10
brutal_tide,8.45,5.0,10,10
funnel_clouds,20.76923076923077,18,10,10
ash_prime_blueprint,42.23529411764706,40,18.333333333333332,17.5
decurion_receiver,14.2,14.0,18.333333333333332,17.5
toxic_blight,26.285714285714285,18,18.333333333333332,17.5
kavasa_prime_kubrow_collar_blueprint,10.636363636363637,10,2,2
ayatan_cyan_star,2.2,1,2,2
fatal_acceleration,6.5,4.0,2,2
phaedra_barrel,14.222222222222221,14,4,4
thiefs_wit,6,5,4,4
furax_wraith_left_gauntlet,13.5,11.0,4,4
melee_prowess,14.6,12,4,4
ayatan_amber_star,3.8461538461538463,2,1,1
prolonged_paralysis,17.5,17.5,1,1
rifle_riven_mod_(veiled),29.63157894736842,28,15.931034482758621,18
flak_shot,29.63157894736842,28,20,20
follow_through,29.63157894736842,28,20,20
quickdraw,11.5,11.5,20,20
guardian_derision,10.5,4.5,20,20
icy_avalanche,21.8,22.0,20,20
vay_hek_frequency_triangulator,21.8,22.0,325,325.0
whiplash_mine,21.8,22.0,325,325.0
odomedic,31.22222222222222,25,1,1
proton_jet,6.3,5.0,1,1
security_override,6.3,5.0,1,1
rift_haven,22.4,19,1,1
machete_wraith,84.4,79.5,31.333333333333332,31
safeguard,19.142857142857142,16.5,31.333333333333332,31
prova_vandal,93.6923076923077,100,36.22222222222222,37
path_of_statues,15.857142857142858,15.0,13,13
contagion_cloud,17.916666666666668,15.0,10,10
reaper_prime_set,70.22222222222223,64,31.25,30.0
immolated_radiance,17.09090909090909,15,31.25,30.0
vauban_prime_blueprint,30.19047619047619,29,13.384615384615385,15
carrier_prime_carapace,18.133333333333333,18,6,6
full_capacity,18.133333333333333,18,6,6
magnetized_discharge,26.857142857142858,20,6,6
ankyros_prime_blueprint,10.222222222222221,10,6,6
boar_prime_barrel,20.214285714285715,17.5,9,10
oberon_prime_chassis,11,10,4.5,4.5
lock_and_load,15.5,12.5,4.5,4.5
silva_and_aegis_prime_blade,10.6875,10.0,5,5
arcane_guardian,129.61320754716982,199.0,64.44444444444444,20
boltor_prime_blueprint,26.6,25,20,20
fast_deflection,10.11111111111111,4,20,20
sybaris_prime_set,77.47619047619048,70,31.2,30
oberon_prime_systems,39.13333333333333,35,10.8,12
baza_prime_receiver,10.444444444444445,8,3,3.0
primed_smite_infested,132.04255319148936,100,47.833333333333336,53.0
shedu_barrel,15.55,15.0,7,7
shedu_receiver,18.916666666666668,15.5,6.2,7
primed_smite_corpus,129.96428571428572,115.0,45.142857142857146,50
shedu_set,73.0625,60.0,32.333333333333336,34.5
shedu_chassis,18.5,15.0,6.5,6.5
void_cloak,19.125,12.5,6.5,6.5
squad_renew,20.77777777777778,20,3,3.0
section_density,10.666666666666666,9.0,3,3.0
flow_burn,47,24,3,3.0
surging_dash,21.727272727272727,20,3,3.0
conductor,17.88235294117647,18,8,8.0
accumulating_whipclaw,16,15,5.25,5.0
heart_noctrul,3.2857142857142856,1,5.25,5.0
photon_repeater,22,20.0,5.25,5.0
redeemer_prime_set,78.75510204081633,75,37.666666666666664,40
hypothermic_shell,19.3,15.0,37.666666666666664,40
warhead,60.57142857142857,77.5,32.333333333333336,35
battle_stations,23.833333333333332,22.5,4,4.0
fiery_phoenix,30,10,4,4.0
countermeasures,23.6,24,4,4.0
blood_forge,19.90909090909091,15,4,4.0
balefire_surge,27,24.5,4,4.0
endless_lullaby,22.333333333333332,20.0,4,4.0
magus_accelerant,179.125,224.5,83,83.0
galatine_prime_blueprint,60.5,59.0,19,15.5
aerial_ace,26.666666666666668,27.5,19,15.5
energizing_shot,85.5,75.0,55,55.0
anchored_glide,22.555555555555557,20,55,55.0
venomous_clip,13.5,10.0,55,55.0
dera_vandal_barrel,15.333333333333334,15.0,5,5
counterweight,15.333333333333334,15.0,20,20
anti_grav_grenade,15.333333333333334,15.0,20,20
brief_respite,23.12121212121212,20,7,6.5
orthos_prime_set,23.181818181818183,15.0,7.428571428571429,7
hysterical_assault,21.5,17.5,7.428571428571429,7
adept_surge,21.5,17.5,7.428571428571429,7
gorgon_frenzy,17.5,17.5,7.428571428571429,7
volt_prime_set,159.45,150.0,98.5,100.5
esher_devar,3.5,1.5,98.5,100.5
banshee_prime_neuroptics,7.888888888888889,8,3,3
electro_pulse,7.888888888888889,8,3,3
neutralize,4,4,3,3
retrieve,4,4,3,3
imperator_vandal_receiver,27.25,25.0,10.5,10.5
secura_lecta,38.666666666666664,39.5,19.25,20.0
amesha_systems,38.666666666666664,39.5,19.25,20.0
amesha_wings,38.666666666666664,39.5,19.25,20.0
amesha_harness,38.666666666666664,39.5,19.25,20.0
amesha_set,60,60,19.25,20.0
elytron_harness,25,25,19.25,20.0
elytron_set,70,70,19.25,20.0
itzal_systems,70,70,19.25,20.0
itzal_wings,70,70,19.25,20.0
itzal_harness,70,70,19.25,20.0
itzal_set,35,30,20,20
ayatan_vaya_sculpture,12.238095238095237,10,3.909090909090909,4
the_perrin_sequence_augment_mod,15,15,3.909090909090909,4
new_loka_augment_mod,20,20.0,3.909090909090909,4
arbiters_of_hexis_augment_mod,10,10,3.909090909090909,4
charm,9.758620689655173,10,3.909090909090909,4
cats_eye,9.352941176470589,10,3.909090909090909,4
medi_pet_kit,8.8,5.0,3.909090909090909,4
reaper_prime_handle,23.75,22.5,7.5,7.5
sicarus_prime_barrel,13.545454545454545,14,7.333333333333333,8
braton_prime_barrel,9.461538461538462,7,1,1
purifying_flames,24.333333333333332,25,1,1
overcharged,24.333333333333332,25,20,20
elytron_wings,37,37.0,20,20
mischief,9.75,6.0,20,20
tigris_prime_set,79.68,70,32.285714285714285,35
shield_charger,9,3,32.285714285714285,35
rakta_dark_dagger,38.25,39.5,20,10
static_discharge,6.6923076923076925,3,20,10
pain_threshold,8.705882352941176,8,20,10
paris_prime_string,9.714285714285714,5,20,10
double_barrel_drift,11.875,10.0,20,10
gorgon_wraith_blueprint,6.285714285714286,4.5,2,2
argon_scope,16.31578947368421,9,2,2
explosive_demise,16.31578947368421,9,2,2
sicarus_prime_receiver,35.76923076923077,30,16,15
mantis_engines,9.833333333333334,10.0,1,1
sure_shot,13.222222222222221,12,1,1
glaive_prime_blade,48,49,27.4375,27.0
sapping_reach,48,49,20,20
karak_wraith_set,73.46153846153847,70,34,35.0
fragor_prime_set,54.96296296296296,50,20,20.0
crimson_dervish,12.615384615384615,10.0,20,20.0
akstiletto_prime_blueprint,19.823529411764707,19,6,6
akstiletto_prime_barrel,26.272727272727273,30,5,5.0
deep_freeze,12.166666666666666,12.0,5,5.0
akstiletto_prime_receiver,25.714285714285715,25,7,7
physique,22.238095238095237,20,2,2
akbolto_prime_receiver,28.692307692307693,30,8.666666666666666,8.5
paris_prime_upper_limb,6,3.5,8.666666666666666,8.5
akbolto_prime_blueprint,7,5,8.666666666666666,8.5
silva_and_aegis_prime_blueprint,11.411764705882353,9,3,3
scindo_prime_blade,18.555555555555557,18.0,7,6.5
euphona_prime_barrel,9.75,10.0,7,6.5
mag_prime_blueprint,86.4,85,43.125,50.0
furax_wraith_blueprint,9.125,10.0,43.125,50.0
frost_prime_systems,18.59090909090909,20.0,9,9.0
ice_spring,67.88888888888889,9,50,50
shattering_impact,12.8,5.5,50,50
morphic_transformer,11.470588235294118,10,50,50
helios_prime_cerebrum,39.5,40.0,17.333333333333332,16
paris_prime_lower_limb,6.888888888888889,2,17.333333333333332,16
triple_tap,17.5,17.5,17.333333333333332,16
malicious_raptor,25.210526315789473,20,17.333333333333332,16
shield_of_shadows,20.72222222222222,16.5,17.333333333333332,16
hollow_point,9.814814814814815,5,17.333333333333332,16
enduring_strike,25,25,17.333333333333332,16
sequence_burn,15.25,15.5,17.333333333333332,16
xiphos_fuselage,15.25,15.5,26.5,25.5
mantis_fuselage,16.2,15.0,26.5,25.5
bladed_rounds,30.857142857142858,25.0,9.6,10
shred,12.666666666666666,10.0,3,3
mantis_avionics,8.466666666666667,10,2,2
serration,53.84,58,26.5,26.5
arcane_healing,15.75,9.5,10,10
scimitar_fuselage,10.818181818181818,10,10,10
quick_return,14,13,10,10
lightning_rod,14.5,14.5,10,10
arcane_warmth,10.166666666666666,10.0,1,1
steel_charge,33.52,31,10,10
rage,13.457142857142857,10,4,4
lasting_sting,24.25,19.0,4,4
sancti_magistar,38.72727272727273,40,21,20.5
emp_aura,19.6,18,4,4
pacifying_bolts,23.6,24,5,5
metal_fiber,38.1,35.0,11,11
energy_amplifier,30.923076923076923,20,5,5
venari_bodyguard,15.631578947368421,15,5,5
virtuos_trojan,75.3,80.0,26.5,26.5
blinding_reave,19.454545454545453,19,26.5,26.5
dread_ward,17.125,15.0,26.5,26.5
prisma_grinlok,90.07142857142857,96.5,35.42857142857143,36
equinox_prime_chassis,7.40625,6.0,3,3
